Timestamp,Ambiente,Cliente,Versión,Sección,Usuarios concurrentes,Corridas,Muestras,Acciones,Total acciones sección,P95 (ms),P50 (ms),Stdev (ms),Delta vs 1 usuario (%),Baseline 1 usuario (versión)
2026-09-01T20:57:44-03:00,Production,Avalian,V1.14.0,Mis operaciones,1,1,12,12,13,36132.1,3086.0,14302.92,,
2026-09-01T20:57:44-03:00,Production,Avalian,V1.14.0,Mis operaciones,2,3,61,13,13,92223.0,5301.0,35214.7,-155.24,
